cell_id,block_id,candidate_id,method,depth,width,batch_size,model_seed,primary_host_time_us,primary_device_time_us,primary_peak_allocated_bytes,primary_peak_reserved_bytes,observer_cost_ms,saved_tensor_bytes,state_vjp_calls,graph_span,dependency_radius,graph_lifetimes,feedback_operator,fallback_validation_cost_ms,fallback_validation_status
s3b-cell-ed6f3d629b7c3b4f0ae0,s3b-block-1670e5358f7599134dc5,stage2_baseline,strict,16,256,64,72,100753.3755,100760.12802124023,4192680448,4280287232,182.65575790405273,119748180.0,300.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-eee7bc51a088d8dab9bd,s3b-block-64454a27a9a9c9ebfa9b,composite_vjp,strict,32,256,256,71,190153.231,190156.1737060547,9404639232,9701425152,25.52198028564453,525213780.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-f00e0d833e4eed02c785,s3b-block-408d0b1b8fa7bba85a56,composite_vjp,strict,16,64,64,71,94163.111,94166.0041809082,611214336,616562688,19.371601104736328,16255060.0,20.0,15,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-f06c51303a9391d0e0fd,s3b-block-2f8f2e15c6be445829b9,composite_vjp,strict,32,256,256,72,187283.1275,187288.29956054688,9404639232,9699328000,25.00965118408203,525213780.0,20.0,31,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-f1ac553526962803b805,s3b-block-2f8f2e15c6be445829b9,isolated_layer_vjp,strict,32,256,256,72,271579.9835,271584.60998535156,9388638208,9795796992,360.9438934326172,525213780.0,620.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-f563f6045908a53911ed,s3b-block-a828de0cbfc11c598661,isolated_layer_vjp,strict,32,256,64,70,271252.625,271256.1950683594,7030656512,7155482624,354.26393127441406,255481428.0,620.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-f5b99f27c28148098053,s3b-block-695189d6137415b25268,isolated_layer_vjp,fixedpred,16,64,256,71,57192.945999999996,57195.64247131348,1086089728,1119879168,86.0821647644043,37807620.0,160.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-f60aabf4dcea1db3085d,s3b-block-6d7761e4e1ad7cdc3808,composite_vjp,fixedpred,4,256,64,70,11469.779999999999,11472.335815429688,1221319168,1270874112,8.052382469177246,21040644.0,10.0,4,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-f850263d3701049fbec8,s3b-block-5293bf2a6dda7849ebe0,isolated_layer_vjp,strict,16,256,64,71,133813.836,133821.22039794922,3709865472,3806330880,179.80931854248047,121263700.0,300.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-f880208532811850722e,s3b-block-dfee844b8bfb62c631e6,stage2_baseline,fixedpred,32,64,256,70,68939.4735,68943.09616088867,1646285312,1679818752,159.49208068847656,15809540.0,320.0,1,1,reused_across_inference_sweeps,exact_local_vjp_reused_fixed_prediction_graph,,not_applicable_before_ex_if0
s3b-cell-f96c16ed7759dfe50889,s3b-block-8e19192b0dad4fc3113c,composite_vjp,fixedpred,16,256,64,70,38395.8445,38397.59826660156,3710063616,3810525184,10.421092987060547,74518020.0,10.0,16,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
s3b-cell-f9edc873b624f8174590,s3b-block-def205922958b1e906ca,stage2_baseline,strict,4,256,64,72,24867.8515,24871.220588684082,1702691840,1751121920,37.46767807006836,19084884.0,60.0,1,1,single_vjp_call,exact_local_vjp_recomputed_strict_graph,,not_applicable_before_ex_if0
s3b-cell-fe54e7510c14dd65ea11,s3b-block-bee85bf94778cac8d0dd,isolated_layer_vjp,strict,4,256,64,70,31171.0865,31178.226470947266,1219898368,1268776960,37.381529808044434,20600404.0,60.0,1,1,single_vjp_call,exact_isolated_layer_vjp,,not_applicable_before_ex_if0
s3b-cell-ff05f6e13bdc59346037,s3b-block-4f8c6d282d71e7150305,composite_vjp,fixedpred,8,256,64,70,20671.953,20678.072929382324,2049668096,2128609280,9.123948097229004,38866436.0,10.0,8,1,single_sweep_composite_vjp_call,exact_composite_state_vjp,,not_applicable_before_ex_if0
